Office,Party,County Name,Candidate Name,Votes/Percentage,
State Senator - District 34,Democratic Party,TOTAL,Julie Gonzales,"14,798",
State Senator - District 34,Democratic Party,PERCENTAGE,Julie Gonzales,63.80%,WINNER
State Senator - District 34,Democratic Party,DENVER,Alan Kennedy-Shaffer,"3,821",
State Senator - District 34,Democratic Party,TOTAL,Alan Kennedy-Shaffer,"3,821",
State Senator - District 34,Democratic Party,PERCENTAGE,Alan Kennedy-Shaffer,16.47%,
State Senator - District 34,Democratic Party,DENVER,Milo Schwab,"4,574",
State Senator - District 34,Democratic Party,TOTAL,Milo Schwab,"4,574",
State Senator - District 34,Democratic Party,PERCENTAGE,Milo Schwab,19.72%,
State Senator - District 34,Republican Party,DENVER,Gordon Alley,"2,777",
State Senator - District 34,Republican Party,TOTAL,Gordon Alley,"2,777",
State Senator - District 34,Republican Party,PERCENTAGE,Gordon Alley,100.00%,WINNER
State Representative - District 1,Democratic Party,DENVER,Susan Lontine,"7,361",
State Representative - District 1,Democratic Party,JEFFERSON,Susan Lontine,34,
State Representative - District 1,Democratic Party,TOTAL,Susan Lontine,"7,395",
State Representative - District 1,Democratic Party,PERCENTAGE,Susan Lontine,100.00%,WINNER
State Representative - District 1,Republican Party,DENVER,Alysia Padilla,"3,025",
State Representative - District 1,Republican Party,JEFFERSON,Alysia Padilla,29,
State Representative - District 1,Republican Party,TOTAL,Alysia Padilla,"3,054",
State Representative - District 1,Republican Party,PERCENTAGE,Alysia Padilla,100.00%,WINNER
State Representative - District 2,Democratic Party,DENVER,Alec Garnett,"16,041",
State Representative - District 2,Democratic Party,TOTAL,Alec Garnett,"16,041",
State Representative - District 2,Democratic Party,PERCENTAGE,Alec Garnett,100.00%,WINNER
State Representative - District 3,Democratic Party,ARAPAHOE,Jeff Bridges,"8,528",
State Representative - District 3,Democratic Party,TOTAL,Jeff Bridges,"8,528",
State Representative - District 3,Democratic Party,PERCENTAGE,Jeff Bridges,100.00%,WINNER
State Representative - District 3,Republican Party,ARAPAHOE,Toren Mushovic,"5,578",
State Representative - District 3,Republican Party,TOTAL,Toren Mushovic,"5,578",
State Representative - District 3,Republican Party,PERCENTAGE,Toren Mushovic,100.00%,WINNER
State Representative - District 4,Democratic Party,DENVER,Amy W. Beatie,"4,346",
State Representative - District 4,Democratic Party,TOTAL,Amy W. Beatie,"4,346",
State Representative - District 4,Democratic Party,PERCENTAGE,Amy W. Beatie,32.84%,
State Representative - District 4,Democratic Party,DENVER,Serena Gonzales-Gutierrez,"7,706",
State Representative - District 4,Democratic Party,TOTAL,Serena Gonzales-Gutierrez,"7,706",WINNER
State Representative - District 4,Democratic Party,PERCENTAGE,Serena Gonzales-Gutierrez,58.23%,
State Representative - District 4,Democratic Party,DENVER,Ed Britt,"1,182",
State Representative - District 4,Democratic Party,TOTAL,Ed Britt,"1,182",
State Representative - District 4,Democratic Party,PERCENTAGE,Ed Britt,8.93%,
State Representative - District 4,Republican Party,DENVER,"Robert ""Dave"" John","1,529",
State Representative - District 4,Republican Party,TOTAL,"Robert ""Dave"" John","1,529",
State Representative - District 4,Republican Party,PERCENTAGE,"Robert ""Dave"" John",100.00%,WINNER
State Representative - District 5,Democratic Party,DENVER,Alex Valdez,"4,666",
State Representative - District 5,Democratic Party,TOTAL,Alex Valdez,"4,666",
State Representative - District 5,Democratic Party,PERCENTAGE,Alex Valdez,42.03%,WINNER
State Representative - District 5,Democratic Party,DENVER,Meghan Nutting,"3,245",
State Representative - District 5,Democratic Party,TOTAL,Meghan Nutting,"3,245",
State Representative - District 5,Democratic Party,PERCENTAGE,Meghan Nutting,29.23%,
State Representative - District 5,Democratic Party,DENVER,Joel Judd,"1,844",
State Representative - District 5,Democratic Party,TOTAL,Joel Judd,"1,844",
State Representative - District 5,Democratic Party,PERCENTAGE,Joel Judd,16.61%,
State Representative - District 5,Democratic Party,DENVER,Nicky Yollick,"1,347",
State Representative - District 5,Democratic Party,TOTAL,Nicky Yollick,"1,347",
State Representative - District 5,Democratic Party,PERCENTAGE,Nicky Yollick,12.13%,
State Representative - District 5,Republican Party,DENVER,Katherine E. Whitney,"1,419",
State Representative - District 5,Republican Party,TOTAL,Katherine E. Whitney,"1,419",
State Representative - District 5,Republican Party,PERCENTAGE,Katherine E. Whitney,100.00%,WINNER
State Representative - District 6,Democratic Party,DENVER,Chris Hansen,"15,512",
State Representative - District 6,Democratic Party,TOTAL,Chris Hansen,"15,512",
State Representative - District 6,Democratic Party,PERCENTAGE,Chris Hansen,100.00%,WINNER
State Representative - District 7,Democratic Party,DENVER,James Rashad Coleman,"10,861",
State Representative - District 7,Democratic Party,TOTAL,James Rashad Coleman,"10,861",
State Representative - District 7,Democratic Party,PERCENTAGE,James Rashad Coleman,100.00%,WINNER
State Representative - District 7,Republican Party,DENVER,Jay Frank Kucera,"1,422",
State Representative - District 7,Republican Party,TOTAL,Jay Frank Kucera,"1,422",
State Representative - District 7,Republican Party,PERCENTAGE,Jay Frank Kucera,100.00%,WINNER
State Representative - District 8,Democratic Party,DENVER,Leslie Herod,"18,699",
State Representative - District 8,Democratic Party,TOTAL,Leslie Herod,"18,699",
State Representative - District 8,Democratic Party,PERCENTAGE,Leslie Herod,100.00%,WINNER
State Representative - District 9,Democratic Party,ARAPAHOE,Ashley Wheeland,455,
State Representative - District 9,Democratic Party,DENVER,Ashley Wheeland,"5,556",
State Representative - District 9,Democratic Party,TOTAL,Ashley Wheeland,"6,011",
State Representative - District 9,Democratic Party,PERCENTAGE,Ashley Wheeland,44.67%,
State Representative - District 9,Democratic Party,ARAPAHOE,Emily Sirota,581,
State Representative - District 9,Democratic Party,DENVER,Emily Sirota,"6,863",
State Representative - District 9,Democratic Party,TOTAL,Emily Sirota,"7,444",
State Representative - District 9,Democratic Party,PERCENTAGE,Emily Sirota,55.33%,WINNER
State Representative - District 9,Republican Party,ARAPAHOE,Angel Christine Saunders,57,
State Representative - District 9,Republican Party,DENVER,Angel Christine Saunders,"1,206",
State Representative - District 9,Republican Party,TOTAL,Angel Christine Saunders,"1,263",
State Representative - District 9,Republican Party,PERCENTAGE,Angel Christine Saunders,30.14%,
State Representative - District 9,Republican Party,ARAPAHOE,Bob Lane,187,
State Representative - District 9,Republican Party,DENVER,Bob Lane,"2,740",
State Representative - District 9,Republican Party,TOTAL,Bob Lane,"2,927",
State Representative - District 9,Republican Party,PERCENTAGE,Bob Lane,69.86%,WINNER
State Representative - District 10,Democratic Party,BOULDER,Edie Hooton,"13,011",
State Representative - District 10,Democratic Party,TOTAL,Edie Hooton,"13,011",
State Representative - District 10,Democratic Party,PERCENTAGE,Edie Hooton,100.00%,WINNER
State Representative - District 10,Republican Party,BOULDER,Murl S. Hendrickson IV,"1,658",
State Representative - District 10,Republican Party,TOTAL,Murl S. Hendrickson IV,"1,658",
State Representative - District 10,Republican Party,PERCENTAGE,Murl S. Hendrickson IV,100.00%,WINNER
State Representative - District 11,Democratic Party,BOULDER,Jonathan Singer,"10,863",
State Representative - District 11,Democratic Party,TOTAL,Jonathan Singer,"10,863",
State Representative - District 11,Democratic Party,PERCENTAGE,Jonathan Singer,100.00%,WINNER
State Representative - District 11,Republican Party,BOULDER,Brian O. Donahue,"4,943",
State Representative - District 11,Republican Party,TOTAL,Brian O. Donahue,"4,943",
State Representative - District 11,Republican Party,PERCENTAGE,Brian O. Donahue,100.00%,WINNER
State Representative - District 12,Democratic Party,BOULDER,Sonya Jaquez Lewis,"13,130",
State Representative - District 12,Democratic Party,TOTAL,Sonya Jaquez Lewis,"13,130",
State Representative - District 12,Democratic Party,PERCENTAGE,Sonya Jaquez Lewis,100.00%,WINNER
State Representative - District 12,Republican Party,BOULDER,David Reid Ross,"4,052",
State Representative - District 12,Republican Party,TOTAL,David Reid Ross,"4,052",
State Representative - District 12,Republican Party,PERCENTAGE,David Reid Ross,100.00%,WINNER
State Representative - District 13,Democratic Party,BOULDER,K.C. Becker,"8,968",
State Representative - District 13,Democratic Party,CLEAR CREEK,K.C. Becker,"1,194",
State Representative - District 13,Democratic Party,GILPIN,K.C. Becker,722,
State Representative - District 13,Democratic Party,GRAND,K.C. Becker,"1,210",
State Representative - District 13,Democratic Party,JACKSON,K.C. Becker,54,
State Representative - District 13,Democratic Party,TOTAL,K.C. Becker,"12,148",
State Representative - District 13,Democratic Party,PERCENTAGE,K.C. Becker,100.00%,WINNER
State Representative - District 13,Republican Party,BOULDER,Kevin Sipple,983,
State Representative - District 13,Republican Party,CLEAR CREEK,Kevin Sipple,750,
State Representative - District 13,Republican Party,GILPIN,Kevin Sipple,451,
State Representative - District 13,Republican Party,GRAND,Kevin Sipple,"1,332",
State Representative - District 13,Republican Party,JACKSON,Kevin Sipple,281,
State Representative - District 13,Republican Party,TOTAL,Kevin Sipple,"3,797",
State Representative - District 13,Republican Party,PERCENTAGE,Kevin Sipple,100.00%,WINNER
State Representative - District 14,Democratic Party,EL PASO,Paul J. Haddick,"4,320",
State Representative - District 14,Democratic Party,TOTAL,Paul J. Haddick,"4,320",
State Representative - District 14,Democratic Party,PERCENTAGE,Paul J. Haddick,100.00%,WINNER
State Representative - District 14,Republican Party,EL PASO,Shane Sandridge,"7,903",
State Representative - District 14,Republican Party,TOTAL,Shane Sandridge,"7,903",
State Representative - District 14,Republican Party,PERCENTAGE,Shane Sandridge,61.76%,WINNER
State Representative - District 14,Republican Party,EL PASO,Kanda Calef,"4,893",
State Representative - District 14,Republican Party,TOTAL,Kanda Calef,"4,893",
State Representative - District 14,Republican Party,PERCENTAGE,Kanda Calef,38.24%,
State Representative - District 15,Democratic Party,EL PASO,Brenda Krause,"3,825",
State Representative - District 15,Democratic Party,TOTAL,Brenda Krause,"3,825",
State Representative - District 15,Democratic Party,PERCENTAGE,Brenda Krause,100.00%,WINNER
State Representative - District 15,Republican Party,EL PASO,Dave Williams,"8,000",
State Representative - District 15,Republican Party,TOTAL,Dave Williams,"8,000",
State Representative - District 15,Republican Party,PERCENTAGE,Dave Williams,100.00%,WINNER
State Representative - District 16,Democratic Party,EL PASO,Andrew Smith,"4,652",
State Representative - District 16,Democratic Party,TOTAL,Andrew Smith,"4,652",
State Representative - District 16,Democratic Party,PERCENTAGE,Andrew Smith,100.00%,WINNER
State Representative - District 16,Republican Party,EL PASO,Larry G. Liston,"8,357",
State Representative - District 16,Republican Party,TOTAL,Larry G. Liston,"8,357",
State Representative - District 16,Republican Party,PERCENTAGE,Larry G. Liston,100.00%,WINNER
State Representative - District 17,Democratic Party,EL PASO,"Thomas ""Tony"" Exum Sr.","3,618",
State Representative - District 17,Democratic Party,TOTAL,"Thomas ""Tony"" Exum Sr.","3,618",
State Representative - District 17,Democratic Party,PERCENTAGE,"Thomas ""Tony"" Exum Sr.",100.00%,WINNER
State Representative - District 17,Republican Party,EL PASO,Kit Roupe,"3,565",
State Representative - District 17,Republican Party,TOTAL,Kit Roupe,"3,565",
State Representative - District 17,Republican Party,PERCENTAGE,Kit Roupe,100.00%,WINNER
State Representative - District 18,Democratic Party,EL PASO,Marc A. Snyder,"5,279",
State Representative - District 18,Democratic Party,TOTAL,Marc A. Snyder,"5,279",
State Representative - District 18,Democratic Party,PERCENTAGE,Marc A. Snyder,55.04%,WINNER
State Representative - District 18,Democratic Party,EL PASO,Terry Martinez,"4,312",
State Representative - District 18,Democratic Party,TOTAL,Terry Martinez,"4,312",
State Representative - District 18,Democratic Party,PERCENTAGE,Terry Martinez,44.96%,
State Representative - District 18,Republican Party,EL PASO,Jillian Likness,"5,938",
State Representative - District 18,Republican Party,TOTAL,Jillian Likness,"5,938",
State Representative - District 18,Republican Party,PERCENTAGE,Jillian Likness,100.00%,WINNER
State Representative - District 19,Democratic Party,EL PASO,Asia M. Zanders,"4,292",
State Representative - District 19,Democratic Party,TOTAL,Asia M. Zanders,"4,292",
State Representative - District 19,Democratic Party,PERCENTAGE,Asia M. Zanders,100.00%,WINNER
State Representative - District 19,Republican Party,EL PASO,Tim Geitner,"15,970",
State Representative - District 19,Republican Party,TOTAL,Tim Geitner,"15,970",
State Representative - District 19,Republican Party,PERCENTAGE,Tim Geitner,100.00%,WINNER
State Representative - District 20,Democratic Party,EL PASO,Kent Edward Jarnig,"5,434",
State Representative - District 20,Democratic Party,TOTAL,Kent Edward Jarnig,"5,434",
State Representative - District 20,Democratic Party,PERCENTAGE,Kent Edward Jarnig,100.00%,WINNER
State Representative - District 20,Republican Party,EL PASO,Terri Carver,"10,177",
State Representative - District 20,Republican Party,TOTAL,Terri Carver,"10,177",
State Representative - District 20,Republican Party,PERCENTAGE,Terri Carver,100.00%,WINNER
State Representative - District 21,Democratic Party,EL PASO,Liz Rosenbaum,"3,023",
State Representative - District 21,Democratic Party,TOTAL,Liz Rosenbaum,"3,023",
State Representative - District 21,Democratic Party,PERCENTAGE,Liz Rosenbaum,100.00%,WINNER
State Representative - District 21,Republican Party,EL PASO,Lois Landgraf,"3,999",
State Representative - District 21,Republican Party,TOTAL,Lois Landgraf,"3,999",
State Representative - District 21,Republican Party,PERCENTAGE,Lois Landgraf,65.53%,WINNER
State Representative - District 21,Republican Party,EL PASO,Raymond Garcia,"2,104",
State Representative - District 21,Republican Party,TOTAL,Raymond Garcia,"2,104",
State Representative - District 21,Republican Party,PERCENTAGE,Raymond Garcia,34.47%,
State Representative - District 22,Democratic Party,JEFFERSON,Todd Kastetter,"7,458",
State Representative - District 22,Democratic Party,TOTAL,Todd Kastetter,"7,458",
State Representative - District 22,Democratic Party,PERCENTAGE,Todd Kastetter,100.00%,WINNER
State Representative - District 22,Republican Party,JEFFERSON,Frank Francone,"4,916",
State Representative - District 22,Republican Party,TOTAL,Frank Francone,"4,916",
State Representative - District 22,Republican Party,PERCENTAGE,Frank Francone,49.30%,
State Representative - District 22,Republican Party,JEFFERSON,Colin Larson,"5,055",
State Representative - District 22,Republican Party,TOTAL,Colin Larson,"5,055",
State Representative - District 22,Republican Party,PERCENTAGE,Colin Larson,50.70%,WINNER
State Representative - District 23,Democratic Party,JEFFERSON,Chris Kennedy,"9,539",
State Representative - District 23,Democratic Party,TOTAL,Chris Kennedy,"9,539",
State Representative - District 23,Democratic Party,PERCENTAGE,Chris Kennedy,100.00%,WINNER
State Representative - District 23,Republican Party,JEFFERSON,Joan Poston,"5,509",
State Representative - District 23,Republican Party,TOTAL,Joan Poston,"5,509",
State Representative - District 23,Republican Party,PERCENTAGE,Joan Poston,100.00%,WINNER
State Representative - District 24,Democratic Party,JEFFERSON,Kris Teegardin,"5,520",
State Representative - District 24,Democratic Party,TOTAL,Kris Teegardin,"5,520",
State Representative - District 24,Democratic Party,PERCENTAGE,Kris Teegardin,45.41%,
State Representative - District 24,Democratic Party,JEFFERSON,Monica Duran,"6,636",
State Representative - District 24,Democratic Party,TOTAL,Monica Duran,"6,636",
State Representative - District 24,Democratic Party,PERCENTAGE,Monica Duran,54.59%,WINNER
State Representative - District 24,Republican Party,JEFFERSON,Arthur Erwin,"5,656",
State Representative - District 24,Republican Party,TOTAL,Arthur Erwin,"5,656",
State Representative - District 24,Republican Party,PERCENTAGE,Arthur Erwin,100.00%,WINNER
State Representative - District 25,Democratic Party,JEFFERSON,Lisa A. Cutter,"9,652",
State Representative - District 25,Democratic Party,TOTAL,Lisa A. Cutter,"9,652",
State Representative - District 25,Democratic Party,PERCENTAGE,Lisa A. Cutter,100.00%,WINNER
State Representative - District 25,Republican Party,JEFFERSON,Tim Leonard,"7,936",
State Representative - District 25,Republican Party,TOTAL,Tim Leonard,"7,936",
State Representative - District 25,Republican Party,PERCENTAGE,Tim Leonard,100.00%,WINNER
State Representative - District 26,Democratic Party,EAGLE,Dylan Roberts,"3,961",
State Representative - District 26,Democratic Party,ROUTT,Dylan Roberts,"2,544",
State Representative - District 26,Democratic Party,TOTAL,Dylan Roberts,"6,505",
State Representative - District 26,Democratic Party,PERCENTAGE,Dylan Roberts,100.00%,WINNER
State Representative - District 26,Republican Party,EAGLE,Nicki Mills,"1,908",
State Representative - District 26,Republican Party,ROUTT,Nicki Mills,"1,416",
State Representative - District 26,Republican Party,TOTAL,Nicki Mills,"3,324",
State Representative - District 26,Republican Party,PERCENTAGE,Nicki Mills,100.00%,WINNER
State Representative - District 27,Democratic Party,JEFFERSON,Brianna Titone,"9,893",
State Representative - District 27,Democratic Party,TOTAL,Brianna Titone,"9,893",
State Representative - District 27,Democratic Party,PERCENTAGE,Brianna Titone,100.00%,WINNER
State Representative - District 27,Republican Party,JEFFERSON,Lang Sias,"8,547",
State Representative - District 27,Republican Party,TOTAL,Lang Sias,"8,547",
State Representative - District 27,Republican Party,PERCENTAGE,Lang Sias,100.00%,WINNER
State Representative - District 28,Democratic Party,JEFFERSON,Shakti,"3,500",
State Representative - District 28,Democratic Party,TOTAL,Shakti,"3,500",
State Representative - District 28,Democratic Party,PERCENTAGE,Shakti,33.89%,
State Representative - District 28,Democratic Party,JEFFERSON,Kerry Tipper,"6,829",
State Representative - District 28,Democratic Party,TOTAL,Kerry Tipper,"6,829",
State Representative - District 28,Democratic Party,PERCENTAGE,Kerry Tipper,66.11%,WINNER
State Representative - District 28,Republican Party,JEFFERSON,Kristina Joy Alley,"5,242",
State Representative - District 28,Republican Party,TOTAL,Kristina Joy Alley,"5,242",
State Representative - District 28,Republican Party,PERCENTAGE,Kristina Joy Alley,100.00%,WINNER
State Representative - District 29,Democratic Party,JEFFERSON,Tracy Kraft-Tharp,"8,345",
State Representative - District 29,Democratic Party,TOTAL,Tracy Kraft-Tharp,"8,345",
State Representative - District 29,Democratic Party,PERCENTAGE,Tracy Kraft-Tharp,100.00%,WINNER
State Representative - District 29,Republican Party,JEFFERSON,Grady Nouis,"5,258",
State Representative - District 29,Republican Party,TOTAL,Grady Nouis,"5,258",
State Representative - District 29,Republican Party,PERCENTAGE,Grady Nouis,100.00%,WINNER
State Representative - District 30,Democratic Party,ADAMS,Dafna Michaelson Jenet,"5,211",
State Representative - District 30,Democratic Party,TOTAL,Dafna Michaelson Jenet,"5,211",
State Representative - District 30,Democratic Party,PERCENTAGE,Dafna Michaelson Jenet,100.00%,WINNER
State Representative - District 30,Republican Party,ADAMS,Susan Kochevar,"3,369",
State Representative - District 30,Republican Party,TOTAL,Susan Kochevar,"3,369",
State Representative - District 30,Republican Party,PERCENTAGE,Susan Kochevar,100.00%,WINNER
State Representative - District 31,Democratic Party,ADAMS,Yadira Caraveo,"6,049",
State Representative - District 31,Democratic Party,TOTAL,Yadira Caraveo,"6,049",
State Representative - District 31,Democratic Party,PERCENTAGE,Yadira Caraveo,100.00%,WINNER
State Representative - District 31,Republican Party,ADAMS,Rico Figueroa,"3,840",
State Representative - District 31,Republican Party,TOTAL,Rico Figueroa,"3,840",
State Representative - District 31,Republican Party,PERCENTAGE,Rico Figueroa,100.00%,WINNER
State Representative - District 32,Democratic Party,ADAMS,Adrienne Benavidez,"5,049",
State Representative - District 32,Democratic Party,TOTAL,Adrienne Benavidez,"5,049",
State Representative - District 32,Democratic Party,PERCENTAGE,Adrienne Benavidez,100.00%,WINNER
State Representative - District 32,Republican Party,ADAMS,Kim Bishop,"2,067",
State Representative - District 32,Republican Party,TOTAL,Kim Bishop,"2,067",
State Representative - District 32,Republican Party,PERCENTAGE,Kim Bishop,100.00%,WINNER
State Representative - District 33,Democratic Party,BOULDER,Matt Gray,"3,116",
State Representative - District 33,Democratic Party,BROOMFIELD,Matt Gray,"8,749",
State Representative - District 33,Democratic Party,TOTAL,Matt Gray,"11,865",
State Representative - District 33,Democratic Party,PERCENTAGE,Matt Gray,100.00%,WINNER
State Representative - District 33,Republican Party,BOULDER,Eric Rutherford,"1,161",
State Representative - District 33,Republican Party,BROOMFIELD,Eric Rutherford,"5,161",
State Representative - District 33,Republican Party,TOTAL,Eric Rutherford,"6,322",
State Representative - District 33,Republican Party,PERCENTAGE,Eric Rutherford,100.00%,WINNER
State Representative - District 34,Democratic Party,ADAMS,Kyle Mullica,"3,614",
State Representative - District 34,Democratic Party,TOTAL,Kyle Mullica,"3,614",
State Representative - District 34,Democratic Party,PERCENTAGE,Kyle Mullica,54.56%,WINNER
State Representative - District 34,Democratic Party,ADAMS,Jacque Phillips,"3,010",
State Representative - District 34,Democratic Party,TOTAL,Jacque Phillips,"3,010",
State Representative - District 34,Democratic Party,PERCENTAGE,Jacque Phillips,45.44%,
State Representative - District 34,Republican Party,ADAMS,"Alexander ""Skinny"" Winkler","3,383",
State Representative - District 34,Republican Party,TOTAL,"Alexander ""Skinny"" Winkler","3,383",
State Representative - District 34,Republican Party,PERCENTAGE,"Alexander ""Skinny"" Winkler",100.00%,WINNER
State Representative - District 35,Democratic Party,ADAMS,Shannon Bird,"8,042",
State Representative - District 35,Democratic Party,TOTAL,Shannon Bird,"8,042",
State Representative - District 35,Democratic Party,PERCENTAGE,Shannon Bird,100.00%,WINNER
State Representative - District 35,Republican Party,ADAMS,Bruce Baker,"4,585",
State Representative - District 35,Republican Party,TOTAL,Bruce Baker,"4,585",
State Representative - District 35,Republican Party,PERCENTAGE,Bruce Baker,100.00%,WINNER
State Representative - District 36,Democratic Party,ARAPAHOE,Mike Weissman,"6,248",
State Representative - District 36,Democratic Party,TOTAL,Mike Weissman,"6,248",
State Representative - District 36,Democratic Party,PERCENTAGE,Mike Weissman,100.00%,WINNER
State Representative - District 36,Republican Party,ARAPAHOE,Richard J. Bowman,"4,104",
State Representative - District 36,Republican Party,TOTAL,Richard J. Bowman,"4,104",
State Representative - District 36,Republican Party,PERCENTAGE,Richard J. Bowman,100.00%,WINNER
State Representative - District 37,Democratic Party,ARAPAHOE,Tom Sullivan,"7,624",
State Representative - District 37,Democratic Party,TOTAL,Tom Sullivan,"7,624",
State Representative - District 37,Democratic Party,PERCENTAGE,Tom Sullivan,100.00%,WINNER
State Representative - District 37,Republican Party,ARAPAHOE,Cole Wist,"6,729",
State Representative - District 37,Republican Party,TOTAL,Cole Wist,"6,729",
State Representative - District 37,Republican Party,PERCENTAGE,Cole Wist,100.00%,WINNER
State Representative - District 38,Democratic Party,ARAPAHOE,Chris Kolker,"10,109",
State Representative - District 38,Democratic Party,TOTAL,Chris Kolker,"10,109",
State Representative - District 38,Democratic Party,PERCENTAGE,Chris Kolker,100.00%,WINNER
State Representative - District 38,Republican Party,ARAPAHOE,Susan Beckman,"9,564",
State Representative - District 38,Republican Party,TOTAL,Susan Beckman,"9,564",
State Representative - District 38,Republican Party,PERCENTAGE,Susan Beckman,100.00%,WINNER
State Representative - District 39,Democratic Party,DOUGLAS,Kamala Vanderkolk,"4,128",
State Representative - District 39,Democratic Party,TELLER,Kamala Vanderkolk,"1,473",
State Representative - District 39,Democratic Party,TOTAL,Kamala Vanderkolk,"5,601",
State Representative - District 39,Democratic Party,PERCENTAGE,Kamala Vanderkolk,100.00%,WINNER
State Representative - District 39,Republican Party,DOUGLAS,Mark Baisley,"6,496",
State Representative - District 39,Republican Party,TELLER,Mark Baisley,"3,583",
State Representative - District 39,Republican Party,TOTAL,Mark Baisley,"10,079",
State Representative - District 39,Republican Party,PERCENTAGE,Mark Baisley,100.00%,WINNER
State Representative - District 40,Democratic Party,ARAPAHOE,Janet Buckner,"7,031",
State Representative - District 40,Democratic Party,TOTAL,Janet Buckner,"7,031",
State Representative - District 40,Democratic Party,PERCENTAGE,Janet Buckner,100.00%,WINNER
State Representative - District 40,Republican Party,ARAPAHOE,Richard Allen Bassett,"4,641",
State Representative - District 40,Republican Party,TOTAL,Richard Allen Bassett,"4,641",
State Representative - District 40,Republican Party,PERCENTAGE,Richard Allen Bassett,100.00%,WINNER
State Representative - District 41,Democratic Party,ARAPAHOE,Jovan Melton,"8,090",
State Representative - District 41,Democratic Party,TOTAL,Jovan Melton,"8,090",
State Representative - District 41,Democratic Party,PERCENTAGE,Jovan Melton,100.00%,WINNER
State Representative - District 41,Republican Party,ARAPAHOE,Dahlia Jean Weinstein,"4,320",
State Representative - District 41,Republican Party,TOTAL,Dahlia Jean Weinstein,"4,320",
State Representative - District 41,Republican Party,PERCENTAGE,Dahlia Jean Weinstein,100.00%,WINNER
State Representative - District 42,Democratic Party,ARAPAHOE,Dominique Jackson,"4,984",
State Representative - District 42,Democratic Party,TOTAL,Dominique Jackson,"4,984",
State Representative - District 42,Democratic Party,PERCENTAGE,Dominique Jackson,100.00%,WINNER
State Representative - District 42,Republican Party,ARAPAHOE,Mike Donald,"2,039",
State Representative - District 42,Republican Party,TOTAL,Mike Donald,"2,039",
State Representative - District 42,Republican Party,PERCENTAGE,Mike Donald,100.00%,WINNER
State Representative - District 43,Democratic Party,DOUGLAS,Barrett Rothe,"6,815",
State Representative - District 43,Democratic Party,TOTAL,Barrett Rothe,"6,815",
State Representative - District 43,Democratic Party,PERCENTAGE,Barrett Rothe,100.00%,WINNER
State Representative - District 43,Republican Party,DOUGLAS,Kevin Van Winkle,"6,644",
State Representative - District 43,Republican Party,TOTAL,Kevin Van Winkle,"6,644",
State Representative - District 43,Republican Party,PERCENTAGE,Kevin Van Winkle,100.00%,WINNER
State Representative - District 44,Democratic Party,DOUGLAS,Simone Aiken,"5,850",
State Representative - District 44,Democratic Party,TOTAL,Simone Aiken,"5,850",
State Representative - District 44,Democratic Party,PERCENTAGE,Simone Aiken,100.00%,WINNER
State Representative - District 44,Republican Party,DOUGLAS,Kim Ransom,"7,138",
State Representative - District 44,Republican Party,TOTAL,Kim Ransom,"7,138",
State Representative - District 44,Republican Party,PERCENTAGE,Kim Ransom,100.00%,WINNER
State Representative - District 45,Democratic Party,DOUGLAS,Danielle Kombo,"4,141",
State Representative - District 45,Democratic Party,TOTAL,Danielle Kombo,"4,141",
State Representative - District 45,Democratic Party,PERCENTAGE,Danielle Kombo,63.86%,WINNER
State Representative - District 45,Democratic Party,DOUGLAS,Michael Hupp,"2,344",
State Representative - District 45,Democratic Party,TOTAL,Michael Hupp,"2,344",
State Representative - District 45,Democratic Party,PERCENTAGE,Michael Hupp,36.14%,
State Representative - District 45,Republican Party,DOUGLAS,Patrick Neville,"8,454",
State Representative - District 45,Republican Party,TOTAL,Patrick Neville,"8,454",
State Representative - District 45,Republican Party,PERCENTAGE,Patrick Neville,100.00%,WINNER
State Representative - District 46,Democratic Party,PUEBLO,Daneya Esgar,"9,343",
State Representative - District 46,Democratic Party,TOTAL,Daneya Esgar,"9,343",
State Representative - District 46,Democratic Party,PERCENTAGE,Daneya Esgar,100.00%,WINNER
State Representative - District 46,Republican Party,PUEBLO,Jonathan Ambler,291,
State Representative - District 46,Republican Party,TOTAL,Jonathan Ambler,291,
State Representative - District 46,Republican Party,PERCENTAGE,Jonathan Ambler,100.00%,WINNER
State Representative - District 47,Democratic Party,FREMONT,Bri Buentello,318,
State Representative - District 47,Democratic Party,OTERO,Bri Buentello,"1,375",
State Representative - District 47,Democratic Party,PUEBLO,Bri Buentello,"4,879",
State Representative - District 47,Democratic Party,TOTAL,Bri Buentello,"6,572",
State Representative - District 47,Democratic Party,PERCENTAGE,Bri Buentello,100.00%,WINNER
State Representative - District 47,Republican Party,FREMONT,Don Bendell,810,
State Representative - District 47,Republican Party,OTERO,Don Bendell,"1,066",
State Representative - District 47,Republican Party,PUEBLO,Don Bendell,"2,476",
State Representative - District 47,Republican Party,TOTAL,Don Bendell,"4,352",
State Representative - District 47,Republican Party,PERCENTAGE,Don Bendell,56.40%,WINNER
State Representative - District 47,Republican Party,FREMONT,Judy Rydberg Reyher,462,
State Representative - District 47,Republican Party,OTERO,Judy Rydberg Reyher,"1,311",
State Representative - District 47,Republican Party,PUEBLO,Judy Rydberg Reyher,"1,591",
State Representative - District 47,Republican Party,TOTAL,Judy Rydberg Reyher,"3,364",
State Representative - District 47,Republican Party,PERCENTAGE,Judy Rydberg Reyher,43.60%,
State Representative - District 48,Democratic Party,WELD,Gbenga Ajiboye,"4,721",
