State,Year,Election Type,County,Precinct,Active Voters,Inactive Voters,Total Voters,Ballots Cast,Total Voters Turnout %,Comments
Colorado,2012,G,LARIMER,2145235202,"1,234",368,"1,602","1,056",65.92%,
Colorado,2012,G,LARIMER,2145235203,"1,609",227,"1,836","1,486",80.94%,
Colorado,2012,G,LARIMER,2145235204,"1,751",669,"2,420","1,535",63.43%,
Colorado,2012,G,LARIMER,2145235205,"1,034",467,"1,501",917,61.09%,
Colorado,2012,G,LARIMER,2145235206,"1,355",420,"1,775","1,230",69.30%,
Colorado,2012,G,LARIMER,2145235207,"1,193",406,"1,599","1,064",66.54%,
Colorado,2012,G,LARIMER,2145235208,"1,415",465,"1,880","1,257",66.86%,
Colorado,2012,G,LARIMER,2145235209,"1,340",322,"1,662","1,258",75.69%,
Colorado,2012,G,LARIMER,2145235210,"1,243",414,"1,657","1,083",65.36%,
Colorado,2012,G,LARIMER,2145235211,"1,570",378,"1,948","1,419",72.84%,
Colorado,2012,G,LARIMER,2145235212,"1,015",157,"1,172",958,81.74%,
Colorado,2012,G,LARIMER,2145235213,"1,657",429,"2,086","1,498",71.81%,
Colorado,2012,G,LARIMER,2145235214,"1,361",313,"1,674","1,231",73.54%,
Colorado,2012,G,LARIMER,2145235215,936,307,"1,243",839,67.50%,
Colorado,2012,G,LARIMER,2145235216,883,283,"1,166",807,69.21%,
Colorado,2012,G,LARIMER,2145235217,"1,330",272,"1,602","1,224",76.40%,
Colorado,2012,G,LARIMER,2145235218,"1,630",380,"2,010","1,505",74.88%,
Colorado,2012,G,LARIMER,2145235219,"1,399",232,"1,631","1,281",78.54%,
Colorado,2012,G,LARIMER,2145235220,"1,167",180,"1,347","1,083",80.40%,
Colorado,2012,G,LARIMER,2145235221,"1,261",446,"1,707","1,129",66.14%,
Colorado,2012,G,LARIMER,2145235222,"1,751",394,"2,145","1,571",73.24%,
Colorado,2012,G,LARIMER,2145235223,"1,365",317,"1,682","1,269",75.45%,
Colorado,2012,G,LARIMER,2145235224,946,244,"1,190",884,74.29%,
Colorado,2012,G,LARIMER,2145235225,"1,418",171,"1,589","1,353",85.15%,
Colorado,2012,G,LARIMER,2145235226,"1,619",426,"2,045","1,429",69.88%,
Colorado,2012,G,LARIMER,2145235227,"1,508",281,"1,789","1,428",79.82%,
Colorado,2012,G,LARIMER,2145235228,"1,210",202,"1,412","1,135",80.38%,
Colorado,2012,G,LARIMER,2145235229,"1,487",327,"1,814","1,376",75.85%,
Colorado,2012,G,LARIMER,2145235230,"1,073",149,"1,222","1,013",82.90%,
Colorado,2012,G,LARIMER,2145235231,"1,045",269,"1,314",973,74.05%,
Colorado,2012,G,LARIMER,2145235232,"1,108",177,"1,285","1,077",83.81%,
Colorado,2012,G,LARIMER,2145235233,"1,124",218,"1,342","1,054",78.54%,
Colorado,2012,G,LARIMER,2145235234,"1,080",159,"1,239","1,022",82.49%,
Colorado,2012,G,LARIMER,2145235235,"1,052",224,"1,276",989,77.51%,
Colorado,2012,G,LARIMER,2145235236,"1,335",162,"1,497","1,262",84.30%,
Colorado,2012,G,LARIMER,2145235237,"1,140",193,"1,333","1,074",80.57%,
Colorado,2012,G,LARIMER,2145335301,"1,051",305,"1,356",937,69.10%,
Colorado,2012,G,LARIMER,2145335302,"1,655",408,"2,063","1,526",73.97%,
Colorado,2012,G,LARIMER,2145335303,"1,225",308,"1,533","1,127",73.52%,
Colorado,2012,G,LARIMER,2145335304,"1,700",550,"2,250","1,471",65.38%,
Colorado,2012,G,LARIMER,2145335305,"1,415",519,"1,934","1,276",65.98%,
Colorado,2012,G,LARIMER,2145335306,"1,740",717,"2,457","1,503",61.17%,
Colorado,2012,G,LARIMER,2145335307,"1,736",801,"2,537","1,516",59.76%,
Colorado,2012,G,LARIMER,2145335308,"1,802",926,"2,728","1,519",55.68%,
Colorado,2012,G,LARIMER,2145335309,"4,350","2,057","6,407","3,737",58.33%,
Colorado,2012,G,LARIMER,2145335310,"1,264",384,"1,648","1,135",68.87%,
Colorado,2012,G,LARIMER,2145335311,"1,683",638,"2,321","1,464",63.08%,
Colorado,2012,G,LARIMER,2145335312,"1,492",539,"2,031","1,329",65.44%,
Colorado,2012,G,LARIMER,2145335313,"1,274",326,"1,600","1,184",74.00%,
Colorado,2012,G,LARIMER,2145335314,"1,929",725,"2,654","1,696",63.90%,
Colorado,2012,G,LARIMER,2145335315,"1,408",366,"1,774","1,292",72.83%,
Colorado,2012,G,LARIMER,2145335316,978,189,"1,167",898,76.95%,
Colorado,2012,G,LARIMER,2145335317,"1,341",151,"1,492","1,291",86.53%,
Colorado,2012,G,LARIMER,2145335318,"1,247",453,"1,700","1,100",64.71%,
Colorado,2012,G,LARIMER,2145335319,"1,135",257,"1,392","1,015",72.92%,
Colorado,2012,G,LARIMER,2145335320,950,266,"1,216",861,70.81%,
Colorado,2012,G,LARIMER,2145335321,"1,176",505,"1,681","1,033",61.45%,
Colorado,2012,G,LARIMER,2145335322,"1,252",307,"1,559","1,117",71.65%,
Colorado,2012,G,LARIMER,2145335323,"1,233",278,"1,511","1,130",74.78%,
Colorado,2012,G,LARIMER,2145335324,"1,497",177,"1,674","1,402",83.75%,
Colorado,2012,G,LARIMER,2145335325,"1,472",366,"1,838","1,322",71.93%,
Colorado,2012,G,LARIMER,2145335326,"1,667",435,"2,102","1,519",72.26%,
Colorado,2012,G,LARIMER,2145335327,"1,357",200,"1,557","1,276",81.95%,
Colorado,2012,G,LARIMER,2145335328,"1,307",191,"1,498","1,224",81.71%,
Colorado,2012,G,LARIMER,2145335329,978,167,"1,145",928,81.05%,
Colorado,2012,G,LARIMER,2145335330,"1,233",211,"1,444","1,178",81.58%,
Colorado,2012,G,LARIMER,2145335331,771,167,938,717,76.44%,
Colorado,2012,G,LARIMER,2145335332,"1,712",350,"2,062","1,567",75.99%,
Colorado,2012,G,LARIMER,2154935401,546,150,696,492,70.69%,
Colorado,2012,G,LARIMER,2154935402,"1,517",256,"1,773","1,389",78.34%,
Colorado,2012,G,LARIMER,2154935403,"1,031",193,"1,224",938,76.63%,
Colorado,2012,G,LARIMER,2154935404,122,19,141,111,78.72%,
Colorado,2012,G,LARIMER,2154935405,658,114,772,611,79.15%,
Colorado,2012,G,LARIMER,2154935406,870,123,993,807,81.27%,
Colorado,2012,G,LARIMER,2154935407,"1,510",257,"1,767","1,436",81.27%,
Colorado,2012,G,LARIMER,2154935408,"1,624",279,"1,903","1,485",78.03%,
Colorado,2012,G,LARIMER,2154935409,"1,063",147,"1,210",983,81.24%,
Colorado,2012,G,LARIMER,2154935410,942,172,"1,114",850,76.30%,
Colorado,2012,G,LARIMER,2154935411,"1,249",188,"1,437","1,179",82.05%,
Colorado,2012,G,LARIMER,2154935412,874,219,"1,093",787,72.00%,
Colorado,2012,G,LARIMER,2154935413,"1,169",226,"1,395","1,075",77.06%,
Colorado,2012,G,LARIMER,2154935414,"1,102",217,"1,319","1,066",80.82%,
Colorado,2012,G,LARIMER,2154935415,"1,207",348,"1,555","1,118",71.90%,
Colorado,2012,G,LARIMER,2154935416,"1,279",202,"1,481","1,224",82.65%,
Colorado,2012,G,LARIMER,2154935417,"1,058",137,"1,195","1,005",84.10%,
Colorado,2012,G,LARIMER,2154935418,"1,342",186,"1,528","1,240",81.15%,
Colorado,2012,G,LARIMER,2154935419,"1,238",167,"1,405","1,166",82.99%,
Colorado,2012,G,LARIMER,2154935420,"1,251",319,"1,570","1,153",73.44%,
Colorado,2012,G,LARIMER,2154935421,"1,421",298,"1,719","1,299",75.57%,
Colorado,2012,G,LARIMER,2154935422,"1,075",168,"1,243","1,006",80.93%,
Colorado,2012,G,LARIMER,2154935423,"1,257",159,"1,416","1,177",83.12%,
Colorado,2012,G,LARIMER,2154935424,32,6,38,28,73.68%,
Colorado,2012,G,LARIMER,2154935425,157,18,175,146,83.43%,
Colorado,2012,G,LARIMER,2154935426,959,128,"1,087",909,83.62%,
Colorado,2012,G,LARIMER,2154935427,"1,244",189,"1,433","1,179",82.27%,
Colorado,2012,G,LARIMER,2154935428,"1,128",189,"1,317","1,051",79.80%,
Colorado,2012,G,LARIMER,2154935429,"1,538",375,"1,913","1,381",72.19%,
Colorado,2012,G,LARIMER,2154935430,901,161,"1,062",832,78.34%,
Colorado,2012,G,LARIMER,2154935431,"1,673",405,"2,078","1,543",74.25%,
Colorado,2012,G,LARIMER,2154935432,"1,360",361,"1,721","1,215",70.60%,
Colorado,2012,G,LARIMER,2154935433,"1,154",303,"1,457","1,024",70.28%,
Colorado,2012,G,LARIMER,2155135501,"1,085",237,"1,322",980,74.13%,
Colorado,2012,G,LARIMER,2155135502,"1,135",156,"1,291","1,060",82.11%,
Colorado,2012,G,LARIMER,2155135503,"1,165",260,"1,425","1,060",74.39%,
Colorado,2012,G,LARIMER,2155135504,"1,300",279,"1,579","1,178",74.60%,
Colorado,2012,G,LARIMER,2155135505,"1,163",361,"1,524","1,020",66.93%,
Colorado,2012,G,LARIMER,2155135506,"1,059",220,"1,279",928,72.56%,
Colorado,2012,G,LARIMER,2155135507,"1,379",188,"1,567","1,310",83.60%,
Colorado,2012,G,LARIMER,2155135508,652,82,734,614,83.65%,
Colorado,2012,G,LARIMER,2155135509,796,179,975,725,74.36%,
Colorado,2012,G,LARIMER,2155135510,970,192,"1,162",891,76.68%,
Colorado,2012,G,LARIMER,2155135511,865,109,974,822,84.39%,
Colorado,2012,G,LARIMER,2155135512,"1,426",313,"1,739","1,299",74.70%,
Colorado,2012,G,LARIMER,2155135513,"1,078",244,"1,322","1,012",76.55%,
Colorado,2012,G,LARIMER,2155135514,"1,310",314,"1,624","1,179",72.60%,
Colorado,2012,G,LARIMER,2155135515,"1,042",179,"1,221",947,77.56%,
Colorado,2012,G,LARIMER,2155135516,"1,379",147,"1,526","1,313",86.04%,
Colorado,2012,G,LARIMER,2155135517,"1,804",440,"2,244","1,590",70.86%,
Colorado,2012,G,LARIMER,2155135518,"1,442",365,"1,807","1,306",72.27%,
Colorado,2012,G,LARIMER,2155135519,"1,261",250,"1,511","1,130",74.78%,
Colorado,2012,G,LARIMER,2155135520,"1,273",353,"1,626","1,147",70.54%,
Colorado,2012,G,LARIMER,2155135521,"1,184",227,"1,411","1,079",76.47%,
Colorado,2012,G,LARIMER,2155135522,"1,381",183,"1,564","1,299",83.06%,
Colorado,2012,G,LARIMER,2155135523,"1,027",154,"1,181",966,81.80%,
Colorado,2012,G,LARIMER,2155135524,"1,171",237,"1,408","1,058",75.14%,
Colorado,2012,G,LARIMER,2155135525,473,49,522,460,88.12%,
Colorado,2012,G,LARIMER,2155135526,"1,274",196,"1,470","1,201",81.70%,
Colorado,2012,G,LARIMER,2155135527,"1,186",279,"1,465","1,069",72.97%,
Colorado,2012,G,LARIMER,2155135528,"1,429",337,"1,766","1,288",72.93%,
Colorado,2012,G,LARIMER,2155135529,"1,421",450,"1,871","1,257",67.18%,
Colorado,2012,G,LARIMER,2155135530,"1,305",272,"1,577","1,188",75.33%,
Colorado,2012,G,LARIMER,2155135531,662,76,738,614,83.20%,
Colorado,2012,G,LARIMER,2155135532,"1,837",510,"2,347","1,629",69.41%,
Colorado,2012,G,LARIMER,2155135533,"1,533",499,"2,032","1,333",65.60%,
Colorado,2012,G,LARIMER,2155135534,"1,521",420,"1,941","1,373",70.74%,
Colorado,2012,G,LARIMER,2155135535,"1,397",326,"1,723","1,262",73.24%,
Colorado,2012,G,LARIMER,2155135536,"1,265",209,"1,474","1,177",79.85%,
Colorado,2012,G,LARIMER,2155135537,"1,418",180,"1,598","1,339",83.79%,
Colorado,2012,G,LARIMER,2155135538,"1,327",179,"1,506","1,261",83.73%,
Colorado,2012,G,LARIMER,2155135539,"1,308",202,"1,510","1,219",80.73%,
Colorado,2012,G,LARIMER,2155135540,"1,343",342,"1,685","1,217",72.23%,
Colorado,2012,G,LARIMER,2155135541,"1,413",213,"1,626","1,300",79.95%,
Colorado,2012,G,LARIMER,2155235601,400,193,593,333,56.16%,
Colorado,2012,G,LARIMER,2155235602,888,78,966,844,87.37%,
Colorado,2012,G,LARIMER,2155235603,"1,402",161,"1,563","1,325",84.77%,
Colorado,2012,G,LARIMER,2155335701,"1,198",236,"1,434","1,103",76.92%,
Colorado,2012,G,LARIMER,2155335702,"1,007",179,"1,186",948,79.93%,
Colorado,2012,G,LARIMER,2155335703,985,310,"1,295",823,63.55%,
Colorado,2012,G,LARIMER,2234935801,845,190,"1,035",762,73.62%,
Colorado,2012,G,LARIMER,2234935802,582,56,638,560,87.77%,
Colorado,2012,G,LARIMER,2234935803,796,86,882,741,84.01%,
Colorado,2012,G,LARIMER,2234935804,472,16,488,460,94.26%,
Colorado,2012,G,LARIMER,2234935805,"1,544",239,"1,783","1,471",82.50%,
Colorado,2012,G,LARIMER,2234935806,837,129,966,807,83.54%,
Colorado,2012,G,LARIMER,2234935807,"1,069",151,"1,220","1,013",83.03%,
Colorado,2012,G,LARIMER,2234935808,697,44,741,671,90.55%,
Colorado,2012,G,LARIMER,2234935809,"1,533",155,"1,688","1,387",82.17%,
Colorado,2012,G,LARIMER,2235235101,810,274,"1,084",739,68.17%,
Colorado,2012,G,LARIMER,2235235102,235,15,250,226,90.40%,
Colorado,2012,G,LAS ANIMAS,4356436001,208,53,261,193,73.95%,
Colorado,2012,G,LAS ANIMAS,4356436002,97,43,140,91,65.00%,
Colorado,2012,G,LAS ANIMAS,4356436003,613,190,803,588,73.23%,
Colorado,2012,G,LAS ANIMAS,4356436004,527,162,689,501,72.71%,
Colorado,2012,G,LAS ANIMAS,4356436005,353,147,500,339,67.80%,
Colorado,2012,G,LAS ANIMAS,4356436006,373,148,521,358,68.71%,
Colorado,2012,G,LAS ANIMAS,4356436007,431,160,591,429,72.59%,
Colorado,2012,G,LAS ANIMAS,4356436008,246,81,327,229,70.03%,
Colorado,2012,G,LAS ANIMAS,4356436009,438,127,565,414,73.27%,
Colorado,2012,G,LAS ANIMAS,4356436010,634,263,897,571,63.66%,
Colorado,2012,G,LAS ANIMAS,4356436011,678,334,"1,012",618,61.07%,
Colorado,2012,G,LAS ANIMAS,4356436012,617,279,896,582,64.96%,
Colorado,2012,G,LAS ANIMAS,4356436013,414,202,616,404,65.58%,
Colorado,2012,G,LAS ANIMAS,4356436014,451,182,633,406,64.14%,
Colorado,2012,G,LAS ANIMAS,4356436015,679,275,954,615,64.47%,
Colorado,2012,G,LAS ANIMAS,4356436016,640,252,892,645,72.31%,
Colorado,2012,G,LINCOLN,4016437001,199,60,259,197,76.06%,
Colorado,2012,G,LINCOLN,4016437002,314,157,471,300,63.69%,
Colorado,2012,G,LINCOLN,4016437003,236,104,340,237,69.71%,
Colorado,2012,G,LINCOLN,4016437004,175,57,232,178,76.72%,
Colorado,2012,G,LINCOLN,4016437005,242,118,360,220,61.11%,
Colorado,2012,G,LINCOLN,4016437006,217,64,281,212,75.44%,
Colorado,2012,G,LINCOLN,4016437007,305,134,439,301,68.56%,
Colorado,2012,G,LINCOLN,4016437008,49,5,54,46,85.19%,
Colorado,2012,G,LINCOLN,4016437009,114,42,156,104,66.67%,
Colorado,2012,G,LINCOLN,4016437010,160,29,189,153,80.95%,
Colorado,2012,G,LINCOLN,4016437011,55,17,72,51,70.83%,
Colorado,2012,G,LINCOLN,4016437012,39,4,43,33,76.74%,
Colorado,2012,G,LINCOLN,4016437013,285,82,367,279,76.02%,
Colorado,2012,G,LOGAN,4016538001,782,268,"1,050",747,71.14%,
Colorado,2012,G,LOGAN,4016538002,716,319,"1,035",669,64.64%,
Colorado,2012,G,LOGAN,4016538003,426,203,629,391,62.16%,
Colorado,2012,G,LOGAN,4016538004,728,379,"1,107",682,61.61%,
Colorado,2012,G,LOGAN,4016538005,616,247,863,551,63.85%,
Colorado,2012,G,LOGAN,4016538006,631,142,773,619,80.08%,
Colorado,2012,G,LOGAN,4016538007,934,204,"1,138",893,78.47%,
Colorado,2012,G,LOGAN,4016538008,932,157,"1,089",905,83.10%,
Colorado,2012,G,LOGAN,4016538009,967,149,"1,116",923,82.71%,
Colorado,2012,G,LOGAN,4016538010,695,181,876,687,78.42%,
Colorado,2012,G,LOGAN,4016538011,430,87,517,420,81.24%,
Colorado,2012,G,LOGAN,4016538012,339,55,394,343,87.06%,
Colorado,2012,G,LOGAN,4016538013,493,100,593,480,80.94%,
Colorado,2012,G,LOGAN,4016538014,315,62,377,320,84.88%,
Colorado,2012,G,LOGAN,4016538015,408,100,508,408,80.31%,
Colorado,2012,G,LOGAN,4016538016,218,34,252,208,82.54%,
Colorado,2012,G,MESA,3075439001,"1,263",392,"1,655","1,258",76.01%,
Colorado,2012,G,MESA,3075439002,"1,326",351,"1,677","1,262",75.25%,
Colorado,2012,G,MESA,3075439003,"1,292",377,"1,669","1,233",73.88%,
Colorado,2012,G,MESA,3075439004,"1,599",628,"2,227","1,498",67.27%,
Colorado,2012,G,MESA,3075439005,"1,207",285,"1,492","1,140",76.41%,
Colorado,2012,G,MESA,3075439006,"1,583",536,"2,119","1,498",70.69%,
Colorado,2012,G,MESA,3075439007,"1,269",568,"1,837","1,156",62.93%,
Colorado,2012,G,MESA,3075439008,760,108,868,722,83.18%,
Colorado,2012,G,MESA,3075439009,845,156,"1,001",812,81.12%,
Colorado,2012,G,MESA,3075439010,866,236,"1,102",797,72.32%,
Colorado,2012,G,MESA,3075439011,178,53,231,173,74.89%,
Colorado,2012,G,MESA,3075439012,"1,091",265,"1,356","1,041",76.77%,
Colorado,2012,G,MESA,3075439013,"2,312",855,"3,167","2,156",68.08%,
Colorado,2012,G,MESA,3075439014,433,93,526,415,78.90%,
Colorado,2012,G,MESA,3075439015,911,176,"1,087",864,79.48%,
Colorado,2012,G,MESA,3075439016,727,198,925,725,78.38%,
Colorado,2012,G,MESA,3075439017,896,247,"1,143",800,69.99%,
Colorado,2012,G,MESA,3075439018,736,291,"1,027",711,69.23%,
Colorado,2012,G,MESA,3075439019,483,175,658,462,70.21%,
Colorado,2012,G,MESA,3075439020,"1,665",489,"2,154","1,519",70.52%,
Colorado,2012,G,MESA,3075439021,"1,669",571,"2,240","1,541",68.79%,
Colorado,2012,G,MESA,3075439022,"1,558",677,"2,235","1,400",62.64%,
Colorado,2012,G,MESA,3075439023,"1,603",867,"2,470","1,374",55.63%,
Colorado,2012,G,MESA,3075439024,"1,906","1,271","3,177","1,671",52.60%,
Colorado,2012,G,MESA,3075439025,"2,006",575,"2,581","1,898",73.54%,
Colorado,2012,G,MESA,3075439026,"1,761",958,"2,719","1,546",56.86%,
Colorado,2012,G,MESA,3075439027,"1,341",401,"1,742","1,254",71.99%,
Colorado,2012,G,MESA,3075439028,"1,281",201,"1,482","1,243",83.87%,
Colorado,2012,G,MESA,3075439029,"1,350",236,"1,586","1,281",80.77%,
Colorado,2012,G,MESA,3075539030,"2,164",859,"3,023","1,943",64.27%,
Colorado,2012,G,MESA,3075539031,"1,160",246,"1,406","1,102",78.38%,
Colorado,2012,G,MESA,3075539032,"1,070",218,"1,288","1,021",79.27%,
Colorado,2012,G,MESA,3075539033,"1,591",308,"1,899","1,518",79.94%,
Colorado,2012,G,MESA,3075539034,862,163,"1,025",834,81.37%,
Colorado,2012,G,MESA,3075539035,"1,307",273,"1,580","1,235",78.16%,
Colorado,2012,G,MESA,3075539036,947,165,"1,112",924,83.09%,
Colorado,2012,G,MESA,3075539037,"1,021",282,"1,303",952,73.06%,
Colorado,2012,G,MESA,3075539038,"1,839",604,"2,443","1,691",69.22%,
Colorado,2012,G,MESA,3075539039,"1,749","1,062","2,811","1,546",55.00%,
Colorado,2012,G,MESA,3075539040,"1,501",521,"2,022","1,407",69.58%,
Colorado,2012,G,MESA,3075539041,751,160,911,712,78.16%,
Colorado,2012,G,MESA,3075539042,"1,539",236,"1,775","1,477",83.21%,
Colorado,2012,G,MESA,3075539043,"1,494",537,"2,031","1,365",67.21%,
Colorado,2012,G,MESA,3075539044,"1,738",781,"2,519","1,556",61.77%,
Colorado,2012,G,MESA,3075539045,"2,925","1,422","4,347","2,561",58.91%,
Colorado,2012,G,MESA,3075539046,"1,699",506,"2,205","1,564",70.93%,
Colorado,2012,G,MESA,3075539047,"1,758",325,"2,083","1,693",81.28%,
Colorado,2012,G,MESA,3075539048,"1,573",356,"1,929","1,476",76.52%,
Colorado,2012,G,MESA,3075539049,"1,951",830,"2,781","1,735",62.39%,
Colorado,2012,G,MESA,3075539050,"1,954",692,"2,646","1,824",68.93%,
Colorado,2012,G,MESA,3075539051,917,276,"1,193",868,72.76%,
Colorado,2012,G,MESA,3075539052,896,436,"1,332",820,61.56%,
Colorado,2012,G,MESA,3075539053,"2,209",980,"3,189","1,990",62.40%,
Colorado,2012,G,MESA,3075539054,"1,968","1,130","3,098","1,674",54.03%,
Colorado,2012,G,MESA,3075539055,"1,394",647,"2,041","1,267",62.08%,
Colorado,2012,G,MESA,3075539056,"1,727",758,"2,485","1,547",62.25%,
Colorado,2012,G,MESA,3075539057,"1,923",448,"2,371","1,823",76.89%,
Colorado,2012,G,MINERAL,3356240001,710,127,837,674,80.53%,
Colorado,2012,G,MOFFAT,3085741001,"1,119",517,"1,636","1,077",65.83%,
Colorado,2012,G,MOFFAT,3085741002,530,278,808,486,60.15%,
Colorado,2012,G,MOFFAT,3085741003,972,332,"1,304",949,72.78%,
Colorado,2012,G,MOFFAT,3085741004,34,15,49,83,169.39%,Ballot style error; contact county for more information
Colorado,2012,G,MOFFAT,3085741005,759,379,"1,138",741,65.11%,
Colorado,2012,G,MOFFAT,3085741006,215,56,271,143,52.77%,
Colorado,2012,G,MOFFAT,3085741007,605,278,883,573,64.89%,
Colorado,2012,G,MOFFAT,3085741008,220,126,346,195,56.36%,
Colorado,2012,G,MOFFAT,3085741009,659,369,"1,028",632,61.48%,
Colorado,2012,G,MOFFAT,3085741010,109,25,134,109,81.34%,
Colorado,2012,G,MOFFAT,3085741011,510,311,821,472,57.49%,
Colorado,2012,G,MOFFAT,3085741012,334,200,534,323,60.49%,
Colorado,2012,G,MOFFAT,3085741013,349,160,509,330,64.83%,
Colorado,2012,G,MONTEZUMA,3065842001,388,96,484,381,78.72%,
Colorado,2012,G,MONTEZUMA,3065842002,"1,994",775,"2,769","1,834",66.23%,
Colorado,2012,G,MONTEZUMA,3065842003,"1,447",387,"1,834","1,382",75.35%,
Colorado,2012,G,MONTEZUMA,3065842004,"1,537",441,"1,978","1,426",72.09%,
Colorado,2012,G,MONTEZUMA,3065842005,821,307,"1,128",767,68.00%,
Colorado,2012,G,MONTEZUMA,3065842006,299,421,720,247,34.31%,
Colorado,2012,G,MONTEZUMA,3065842007,"1,656",836,"2,492","1,478",59.31%,
Colorado,2012,G,MONTEZUMA,3065842008,"1,246",596,"1,842","1,117",60.64%,
Colorado,2012,G,MONTEZUMA,3065842009,"1,189",792,"1,981","1,049",52.95%,
Colorado,2012,G,MONTEZUMA,3065842010,"1,161",447,"1,608","1,075",66.85%,
Colorado,2012,G,MONTEZUMA,3065842011,"1,845",755,"2,600","1,724",66.31%,
Colorado,2012,G,MONTROSE,3065843001,897,203,"1,100",841,76.45%,
Colorado,2012,G,MONTROSE,3065843002,863,153,"1,016",839,82.58%,
Colorado,2012,G,MONTROSE,3065843003,"1,091",483,"1,574","1,014",64.42%,
Colorado,2012,G,MONTROSE,3065843004,"1,017",455,"1,472",940,63.86%,
Colorado,2012,G,MONTROSE,3065843005,682,158,840,633,75.36%,
Colorado,2012,G,MONTROSE,3065843006,838,195,"1,033",798,77.25%,
Colorado,2012,G,MONTROSE,3065843007,624,286,910,579,63.63%,
Colorado,2012,G,MONTROSE,3065843008,329,126,455,314,69.01%,
Colorado,2012,G,MONTROSE,3065843009,"1,057",409,"1,466",971,66.23%,
Colorado,2012,G,MONTROSE,3065843010,117,33,150,113,75.33%,
Colorado,2012,G,MONTROSE,3065843011,140,22,162,137,84.57%,
Colorado,2012,G,MONTROSE,3065843012,902,246,"1,148",840,73.17%,
Colorado,2012,G,MONTROSE,3065843013,831,246,"1,077",785,72.89%,
Colorado,2012,G,MONTROSE,3065843014,621,152,773,581,75.16%,
Colorado,2012,G,MONTROSE,3065843015,20,0,20,19,95.00%,
Colorado,2012,G,MONTROSE,3065843016,307,68,375,300,80.00%,
Colorado,2012,G,MONTROSE,3065843017,860,234,"1,094",799,73.03%,
Colorado,2012,G,MONTROSE,3065843018,811,175,986,768,77.89%,
Colorado,2012,G,MONTROSE,3065843019,781,174,955,759,79.48%,
Colorado,2012,G,MONTROSE,3065843020,"1,090",376,"1,466","1,022",69.71%,
Colorado,2012,G,MONTROSE,3065843021,890,237,"1,127",857,76.04%,
Colorado,2012,G,MONTROSE,3065843022,883,197,"1,080",845,78.24%,
Colorado,2012,G,MONTROSE,3065843023,"1,079",284,"1,363","1,031",75.64%,
Colorado,2012,G,MONTROSE,3065843024,893,233,"1,126",837,74.33%,
Colorado,2012,G,MONTROSE,3065843025,"1,040",194,"1,234","1,002",81.20%,
Colorado,2012,G,MONTROSE,3065843026,801,149,950,769,80.95%,
Colorado,2012,G,MONTROSE,3065843027,787,363,"1,150",732,63.65%,
Colorado,2012,G,MONTROSE,3065843028,950,293,"1,243",887,71.36%,
Colorado,2012,G,MORGAN,4016544001,"1,196",334,"1,530","1,164",76.08%,
Colorado,2012,G,MORGAN,4016544002,505,121,626,470,75.08%,
Colorado,2012,G,MORGAN,4016544003,720,240,960,662,68.96%,
Colorado,2012,G,MORGAN,4016544004,736,230,966,695,71.95%,
Colorado,2012,G,MORGAN,4016544005,767,258,"1,025",720,70.24%,
Colorado,2012,G,MORGAN,4016544006,787,308,"1,095",723,66.03%,
Colorado,2012,G,MORGAN,4016544007,596,228,824,528,64.08%,
Colorado,2012,G,MORGAN,4016544008,550,279,829,490,59.11%,
Colorado,2012,G,MORGAN,4016544009,694,242,936,663,70.83%,
Colorado,2012,G,MORGAN,4016544010,809,234,"1,043",735,70.47%,
Colorado,2012,G,MORGAN,4016544011,831,159,990,810,81.82%,
Colorado,2012,G,MORGAN,4016544012,217,58,275,206,74.91%,
Colorado,2012,G,MORGAN,4016544013,398,110,508,389,76.57%,
Colorado,2012,G,MORGAN,4016544014,587,189,776,543,69.97%,
Colorado,2012,G,MORGAN,4016544015,642,279,921,610,66.23%,
Colorado,2012,G,MORGAN,4016544016,753,274,"1,027",704,68.55%,
Colorado,2012,G,MORGAN,4016544017,861,234,"1,095",813,74.25%,
Colorado,2012,G,OTERO,4354745001,807,319,"1,126",807,71.67%,
Colorado,2012,G,OTERO,4354745002,447,163,610,369,60.49%,
Colorado,2012,G,OTERO,4354745003,731,216,947,715,75.50%,
Colorado,2012,G,OTERO,4354745004,525,166,691,525,75.98%,
Colorado,2012,G,OTERO,4354745005,396,309,705,367,52.06%,
Colorado,2012,G,OTERO,4354745006,397,101,498,372,74.70%,
Colorado,2012,G,OTERO,4354745007,379,206,585,361,61.71%,
Colorado,2012,G,OTERO,4354745008,512,233,745,491,65.91%,
Colorado,2012,G,OTERO,4354745009,506,218,724,467,64.50%,
Colorado,2012,G,OTERO,4354745010,405,239,644,366,56.83%,
Colorado,2012,G,OTERO,4354745011,548,173,721,549,76.14%,
Colorado,2012,G,OTERO,4354745012,645,284,929,603,64.91%,
Colorado,2012,G,OTERO,4354745013,461,325,786,438,55.73%,
Colorado,2012,G,OTERO,4354745014,675,269,944,643,68.11%,
Colorado,2012,G,OTERO,4354745015,416,143,559,384,68.69%,
Colorado,2012,G,OTERO,4354745016,591,162,753,571,75.83%,
Colorado,2012,G,OTERO,4354745017,316,127,443,282,63.66%,
Colorado,2012,G,OURAY,3065946001,456,144,600,439,73.17%,
Colorado,2012,G,OURAY,3065946002,597,211,808,574,71.04%,
Colorado,2012,G,OURAY,3065946003,"1,038",276,"1,314","1,020",77.63%,
